 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3,Area4,Mean4,Min4,Max4,Area5,Mean5,Min5,Max5,Area6,Mean6,Min6,Max6,Area7,Mean7,Min7,Max7,Area8,Mean8,Min8,Max8,Area9,Mean9,Min9,Max9,Area10,Mean10,Min10,Max10,Area11,Mean11,Min11,Max11,Area12,Mean12,Min12,Max12,Area13,Mean13,Min13,Max13,Area14,Mean14,Min14,Max14,Area15,Mean15,Min15,Max15,Area16,Mean16,Min16,Max16,Area17,Mean17,Min17,Max17,Area18,Mean18,Min18,Max18,Area19,Mean19,Min19,Max19,Area20,Mean20,Min20,Max20,Area21,Mean21,Min21,Max21,Area22,Mean22,Min22,Max22,Area23,Mean23,Min23,Max23,Area24,Mean24,Min24,Max24,Area25,Mean25,Min25,Max25,Area26,Mean26,Min26,Max26,Area27,Mean27,Min27,Max27,Area28,Mean28,Min28,Max28,Area29,Mean29,Min29,Max29,Area30,Mean30,Min30,Max30,Area31,Mean31,Min31,Max31,Area32,Mean32,Min32,Max32,Area33,Mean33,Min33,Max33,Area34,Mean34,Min34,Max34,Area35,Mean35,Min35,Max35,Area36,Mean36,Min36,Max36,Area37,Mean37,Min37,Max37,Area38,Mean38,Min38,Max38,Area39,Mean39,Min39,Max39,Area40,Mean40,Min40,Max40,Area41,Mean41,Min41,Max41,Area42,Mean42,Min42,Max42,Area43,Mean43,Min43,Max43,Area44,Mean44,Min44,Max44,Area45,Mean45,Min45,Max45,Area46,Mean46,Min46,Max46,Area47,Mean47,Min47,Max47,Area48,Mean48,Min48,Max48,Area49,Mean49,Min49,Max49,Area50,Mean50,Min50,Max50,Area51,Mean51,Min51,Max51,Area52,Mean52,Min52,Max52,Area53,Mean53,Min53,Max53,Area54,Mean54,Min54,Max54,Area55,Mean55,Min55,Max55,Area56,Mean56,Min56,Max56,Area57,Mean57,Min57,Max57,Area58,Mean58,Min58,Max58,Area59,Mean59,Min59,Max59,Area60,Mean60,Min60,Max60,Area61,Mean61,Min61,Max61,Area62,Mean62,Min62,Max62,Area63,Mean63,Min63,Max63,Area64,Mean64,Min64,Max64,Area65,Mean65,Min65,Max65,Area66,Mean66,Min66,Max66,Area67,Mean67,Min67,Max67,Area68,Mean68,Min68,Max68,Area69,Mean69,Min69,Max69,Area70,Mean70,Min70,Max70,Area71,Mean71,Min71,Max71,Area72,Mean72,Min72,Max72,Area73,Mean73,Min73,Max73,Area74,Mean74,Min74,Max74,Area75,Mean75,Min75,Max75,Area76,Mean76,Min76,Max76,Area77,Mean77,Min77,Max77,Area78,Mean78,Min78,Max78,Area79,Mean79,Min79,Max79,Area80,Mean80,Min80,Max80,Area81,Mean81,Min81,Max81,Area82,Mean82,Min82,Max82,Area83,Mean83,Min83,Max83,Area84,Mean84,Min84,Max84,Area85,Mean85,Min85,Max85,Area86,Mean86,Min86,Max86,Area87,Mean87,Min87,Max87,Area88,Mean88,Min88,Max88,Area89,Mean89,Min89,Max89,Area90,Mean90,Min90,Max90,Area91,Mean91,Min91,Max91,Area92,Mean92,Min92,Max92,Area93,Mean93,Min93,Max93,Area94,Mean94,Min94,Max94,Area95,Mean95,Min95,Max95,Area96,Mean96,Min96,Max96,Area97,Mean97,Min97,Max97,Area98,Mean98,Min98,Max98,Area99,Mean99,Min99,Max99,Area100,Mean100,Min100,Max100,Area101,Mean101,Min101,Max101,Area102,Mean102,Min102,Max102,Area103,Mean103,Min103,Max103,Area104,Mean104,Min104,Max104,Area105,Mean105,Min105,Max105,Area106,Mean106,Min106,Max106,Area107,Mean107,Min107,Max107,Area108,Mean108,Min108,Max108,Area109,Mean109,Min109,Max109,Area110,Mean110,Min110,Max110,Area111,Mean111,Min111,Max111,Area112,Mean112,Min112,Max112,Area113,Mean113,Min113,Max113,Area114,Mean114,Min114,Max114,Area115,Mean115,Min115,Max115,Area116,Mean116,Min116,Max116,Area117,Mean117,Min117,Max117,Area118,Mean118,Min118,Max118,Area119,Mean119,Min119,Max119,Area120,Mean120,Min120,Max120,Area121,Mean121,Min121,Max121,Area122,Mean122,Min122,Max122,Area123,Mean123,Min123,Max123,Area124,Mean124,Min124,Max124,Area125,Mean125,Min125,Max125,Area126,Mean126,Min126,Max126,Area127,Mean127,Min127,Max127,Area128,Mean128,Min128,Max128,Area129,Mean129,Min129,Max129,Area130,Mean130,Min130,Max130,Area131,Mean131,Min131,Max131,Area132,Mean132,Min132,Max132,Area133,Mean133,Min133,Max133,Area134,Mean134,Min134,Max134,Area135,Mean135,Min135,Max135,Area136,Mean136,Min136,Max136,Area137,Mean137,Min137,Max137,Area138,Mean138,Min138,Max138,Area139,Mean139,Min139,Max139,Area140,Mean140,Min140,Max140,Area141,Mean141,Min141,Max141,Area142,Mean142,Min142,Max142,Area143,Mean143,Min143,Max143,Area144,Mean144,Min144,Max144,Area145,Mean145,Min145,Max145,Area146,Mean146,Min146,Max146,Area147,Mean147,Min147,Max147,Area148,Mean148,Min148,Max148,Area149,Mean149,Min149,Max149,Area150,Mean150,Min150,Max150,Area151,Mean151,Min151,Max151,Area152,Mean152,Min152,Max152,Area153,Mean153,Min153,Max153,Area154,Mean154,Min154,Max154,Area155,Mean155,Min155,Max155,Area156,Mean156,Min156,Max156,Area157,Mean157,Min157,Max157,Area158,Mean158,Min158,Max158,Area159,Mean159,Min159,Max159,Area160,Mean160,Min160,Max160,Area161,Mean161,Min161,Max161,Area162,Mean162,Min162,Max162,Area163,Mean163,Min163,Max163,Area164,Mean164,Min164,Max164,Area165,Mean165,Min165,Max165,Area166,Mean166,Min166,Max166,Area167,Mean167,Min167,Max167,Area168,Mean168,Min168,Max168,Area169,Mean169,Min169,Max169,Area170,Mean170,Min170,Max170,Area171,Mean171,Min171,Max171,Area172,Mean172,Min172,Max172,Area173,Mean173,Min173,Max173,Area174,Mean174,Min174,Max174,Area175,Mean175,Min175,Max175,Area176,Mean176,Min176,Max176,Area177,Mean177,Min177,Max177,Area178,Mean178,Min178,Max178,Area179,Mean179,Min179,Max179,Area180,Mean180,Min180,Max180,Area181,Mean181,Min181,Max181,Area182,Mean182,Min182,Max182,Area183,Mean183,Min183,Max183,Area184,Mean184,Min184,Max184,Area185,Mean185,Min185,Max185,Area186,Mean186,Min186,Max186,Area187,Mean187,Min187,Max187,Area188,Mean188,Min188,Max188,Area189,Mean189,Min189,Max189,Area190,Mean190,Min190,Max190,Area191,Mean191,Min191,Max191,Area192,Mean192,Min192,Max192,Area193,Mean193,Min193,Max193,Area194,Mean194,Min194,Max194,Area195,Mean195,Min195,Max195,Area196,Mean196,Min196,Max196,Area197,Mean197,Min197,Max197,Area198,Mean198,Min198,Max198,Area199,Mean199,Min199,Max199,Area200,Mean200,Min200,Max200,Area201,Mean201,Min201,Max201,Area202,Mean202,Min202,Max202,Area203,Mean203,Min203,Max203,Area204,Mean204,Min204,Max204,Area205,Mean205,Min205,Max205,Area206,Mean206,Min206,Max206,Area207,Mean207,Min207,Max207,Area208,Mean208,Min208,Max208,Area209,Mean209,Min209,Max209,Area210,Mean210,Min210,Max210,Area211,Mean211,Min211,Max211,Area212,Mean212,Min212,Max212,Area213,Mean213,Min213,Max213,Area214,Mean214,Min214,Max214,Area215,Mean215,Min215,Max215,Area216,Mean216,Min216,Max216,Area217,Mean217,Min217,Max217,Area218,Mean218,Min218,Max218,Area219,Mean219,Min219,Max219,Area220,Mean220,Min220,Max220,Area221,Mean221,Min221,Max221,Area222,Mean222,Min222,Max222,Area223,Mean223,Min223,Max223,Area224,Mean224,Min224,Max224,Area225,Mean225,Min225,Max225,Area226,Mean226,Min226,Max226,Area227,Mean227,Min227,Max227,Area228,Mean228,Min228,Max228,Area229,Mean229,Min229,Max229,Area230,Mean230,Min230,Max230,Area231,Mean231,Min231,Max231,Area232,Mean232,Min232,Max232,Area233,Mean233,Min233,Max233,Area234,Mean234,Min234,Max234,Area235,Mean235,Min235,Max235,Area236,Mean236,Min236,Max236,Area237,Mean237,Min237,Max237,Area238,Mean238,Min238,Max238,Area239,Mean239,Min239,Max239,Area240,Mean240,Min240,Max240,Area241,Mean241,Min241,Max241,Area242,Mean242,Min242,Max242,Area243,Mean243,Min243,Max243,Area244,Mean244,Min244,Max244,Area245,Mean245,Min245,Max245,Area246,Mean246,Min246,Max246,Area247,Mean247,Min247,Max247,Area248,Mean248,Min248,Max248,Area249,Mean249,Min249,Max249,Area250,Mean250,Min250,Max250,Area251,Mean251,Min251,Max251,Area252,Mean252,Min252,Max252,Area253,Mean253,Min253,Max253,Area254,Mean254,Min254,Max254,Area255,Mean255,Min255,Max255,Area256,Mean256,Min256,Max256,Area257,Mean257,Min257,Max257,Area258,Mean258,Min258,Max258,Area259,Mean259,Min259,Max259,Area260,Mean260,Min260,Max260,Area261,Mean261,Min261,Max261,Area262,Mean262,Min262,Max262,Area263,Mean263,Min263,Max263,Area264,Mean264,Min264,Max264,Area265,Mean265,Min265,Max265,Area266,Mean266,Min266,Max266,Area267,Mean267,Min267,Max267,Area268,Mean268,Min268,Max268,Area269,Mean269,Min269,Max269,Area270,Mean270,Min270,Max270,Area271,Mean271,Min271,Max271,Area272,Mean272,Min272,Max272,Area273,Mean273,Min273,Max273,Area274,Mean274,Min274,Max274,Area275,Mean275,Min275,Max275,Area276,Mean276,Min276,Max276,Area277,Mean277,Min277,Max277,Area278,Mean278,Min278,Max278,Area279,Mean279,Min279,Max279,Area280,Mean280,Min280,Max280,Area281,Mean281,Min281,Max281,Area282,Mean282,Min282,Max282,Area283,Mean283,Min283,Max283,Area284,Mean284,Min284,Max284,Area285,Mean285,Min285,Max285,Area286,Mean286,Min286,Max286,Area287,Mean287,Min287,Max287,Area288,Mean288,Min288,Max288,Area289,Mean289,Min289,Max289,Area290,Mean290,Min290,Max290,Area291,Mean291,Min291,Max291,Area292,Mean292,Min292,Max292,Area293,Mean293,Min293,Max293,Area294,Mean294,Min294,Max294,Area295,Mean295,Min295,Max295,Area296,Mean296,Min296,Max296,Area297,Mean297,Min297,Max297,Area298,Mean298,Min298,Max298,Area299,Mean299,Min299,Max299,Area300,Mean300,Min300,Max300,Area301,Mean301,Min301,Max301,Area302,Mean302,Min302,Max302,Area303,Mean303,Min303,Max303,Area304,Mean304,Min304,Max304,Area305,Mean305,Min305,Max305,Area306,Mean306,Min306,Max306,Area307,Mean307,Min307,Max307,Area308,Mean308,Min308,Max308,Area309,Mean309,Min309,Max309,Area310,Mean310,Min310,Max310,Area311,Mean311,Min311,Max311,Area312,Mean312,Min312,Max312,Area313,Mean313,Min313,Max313,Area314,Mean314,Min314,Max314,Area315,Mean315,Min315,Max315,Area316,Mean316,Min316,Max316,Area317,Mean317,Min317,Max317,Area318,Mean318,Min318,Max318,Area319,Mean319,Min319,Max319,Area320,Mean320,Min320,Max320,Area321,Mean321,Min321,Max321,Area322,Mean322,Min322,Max322,Area323,Mean323,Min323,Max323,Area324,Mean324,Min324,Max324,Area325,Mean325,Min325,Max325,Area326,Mean326,Min326,Max326,Area327,Mean327,Min327,Max327
1,108,18.343,0,45,63,11.524,0,22,64,28.188,11,89,95,18.411,0,33,61,32.607,11,134,67,19.896,11,45,194,22.335,0,111,110,35.482,0,167,2,11.000,11,11,84,17.298,0,45,99,37.172,0,167,67,38.881,11,89,62,19.952,0,89,100,17.890,0,78,92,22.804,0,89,63,27.635,11,78,140,44.100,11,111,113,42.540,0,156,60,22.683,0,56,80,37.425,11,156,62,17.774,0,56,109,34.211,11,145,75,25.307,11,122,79,43.519,11,167,121,61.331,11,167,8,55.750,33,89,136,25.647,0,89,123,40.179,0,89,59,57.441,33,122,1,11,11,11,68,39.559,11,100,62,43.065,11,145,130,30.808,11,111,1,11,11,11,79,12.823,0,56,72,37.958,11,111,112,32.554,0,167,61,36.213,11,134,60,24.717,0,56,67,26.746,11,78,109,46.431,11,167,91,39.846,0,134,71,61.338,22,167,128,41.969,11,89,84,38.881,11,89,63,36.508,22,100,149,48.121,11,167,105,30.733,11,89,80,44.450,11,156,119,28.840,11,145,5,26.600,11,56,122,37.623,11,156,71,49.014,11,167,64,43.906,11,156,4,61.250,22,100,51,40.255,22,67,6,23.833,22,33,111,38.910,11,89,113,38.274,11,100,244,95.537,45,156,101,98.188,45,167,159,68.164,22,134,148,53.122,22,145,80,70.600,33,167,74,38.311,11,134,166,84.705,33,167,113,62.265,22,167,63,31.317,11,111,91,47.165,11,167,83,81.193,45,145,65,36.077,22,89,61,25.213,0,67,101,43.644,11,156,195,24.682,0,111,122,36.992,0,100,71,20.183,0,56,95,25.789,11,56,104,47.933,11,167,101,31.218,0,56,111,34.342,22,78,100,20.240,11,33,99,17.667,0,33,70,55.957,22,145,152,21.000,0,45,1,33,33,33,60,22.950,11,45,61,29.918,0,122,177,22.164,0,56,197,43.355,11,122,109,26.239,11,45,60,34.167,11,89,128,36.930,11,100,131,23.771,11,56,97,40.454,22,111,90,36.267,11,89,240,63.217,11,156,86,33.919,11,100,70,60.443,11,167,76,63.434,22,167,73,51.890,22,145,78,30.885,11,78,124,118.766,45,167,145,25.172,11,100,75,45.027,11,156,139,43.144,22,156,89,31.135,11,122,112,26.179,11,78,53,29.358,11,56,120,27.800,11,56,93,30.925,11,156,92,32.804,11,67,1,56,56,56,60,63.767,22,156,69,45.971,22,78,107,21.215,0,45,75,36.173,11,78,178,50.989,11,167,130,48.085,11,122,55,18.836,0,56,2,16.500,11,22,130,48.446,22,167,86,33.640,11,78,113,42.513,11,167,62,53.935,11,156,126,28.683,11,56,64,24.797,11,45,62,12.952,0,22,110,45.418,22,111,115,53.887,22,78,3,45,45,45,61,32.836,11,89,213,47.582,22,122,108,29.602,11,89,143,46.958,11,167,11,44.545,22,78,82,27.573,11,45,1,22,22,22,64,30.547,11,67,78,31.487,11,67,97,55.691,22,122,159,17.226,0,33,197,57.183,11,145,62,75.210,22,167,65,13.031,11,22,194,26.959,11,78,188,35.452,11,78,65,40.523,11,211,92,45.217,22,100,202,29.985,11,67,98,20.949,0,45,63,32.619,0,100,3,33.333,22,45,67,32.761,11,78,75,49.013,33,67,72,89.681,0,167,71,63.648,22,145,87,23.046,0,78,73,40.616,11,67,105,22.390,0,56,74,28.703,11,56,137,31.496,11,156,93,30.333,11,67,60,42.800,22,122,72,48.819,22,89,84,21.762,11,45,80,39.525,11,156,69,68.435,45,100,90,88.267,45,122,90,80.844,45,134,73,30.753,11,56,196,44.102,11,100,108,23.778,11,56,114,36.868,22,56,254,89.831,56,167,6,115.000,78,156,206,58.665,33,89,69,59.116,33,100,126,26.500,11,56,133,46.880,11,100,83,36.964,11,100,73,37.260,22,67,82,86.061,33,145,80,36.125,11,78,106,16.811,0,33,154,22.792,0,56,63,22.032,11,45,65,17.769,0,33,69,26.261,11,56,71,39.873,11,56,1,45,45,45,65,37.523,22,56,84,93.250,56,167,83,88.663,56,145,77,34.740,11,89,130,35.877,11,78,63,19.254,0,45,93,134.849,45,167,175,43.314,11,122,77,29.883,11,134,144,88.312,33,167,129,27.806,11,56,66,82.742,33,167,89,39.258,11,100,142,41.838,11,111,83,23.940,11,56,72,32.194,11,67,71,50.155,11,167,105,27.800,11,56,89,38.674,22,100,60,31.200,11,56,82,78.317,22,200,85,30.212,11,56,91,46.330,22,145,106,61.708,45,89,167,67.587,33,111,106,28.670,11,111,182,41.225,11,89,65,15.569,11,33,95,36.137,11,78,118,17.746,11,45,103,33.495,11,89,125,86.168,45,167,152,83.592,45,145,121,25.868,0,78,174,37.391,0,134,88,20.409,11,45,169,32.325,11,100,156,26.936,0,100,85,19.212,11,67,173,24.676,0,111,118,24.331,0,100,75,30.000,11,67,104,25.740,0,89,128,66.359,11,156,1,11,11,11,77,28.753,0,89,174,39.178,11,122,72,21.611,0,67,115,59.704,11,167,138,49.659,11,134,60,29.517,11,100,148,31.689,11,89,66,43.121,22,67,166,28.108,11,78,83,33.855,11,67,138,21.870,0,67,111,28.477,11,45,117,61.504,22,111,107,29.262,11,67,124,32.411,11,78,93,51.720,11,200,111,35.333,11,134,66,20.364,11,56,129,26.372,11,67,66,24.758,11,134,109,42.550,22,89,60,20.917,11,45,65,32.862,11,89,84,35.595,11,89,86,44.500,11,111,70,34.543,11,78,169,50.207,11,167,140,31.479,0,156,61,26.180,0,56,127,33.858,11,111,75,25.027,11,67,100,28.110,11,122,99,48.747,11,167,165,49.721,11,167,146,23.260,11,89,110,103.700,22,167,1,67,67,67,97,65.320,22,167,86,27.860,0,100,194,31.649,11,111,108,41.250,22,89,122,26.836,11,67,143,46.357,11,134,189,25.455,11,78,135,32.007,11,111,170,15.018,0,45,113,33.044,11,78,138,40.674,11,89,94,50.564,22,167,97,29.464,11,78,79,47.481,11,111,137,40.146,11,122,153,37.725,11,111,103,28.903,11,89,62,16.855,0,33,74,51.851,22,100,149,28.322,0,56,83,28.289,11,67,90,58.289,11,167,143,34.315,11,156,73,26.247,11,78,99,43.737,22,111,64,40.672,22,78,1,33,33,33,71,38.944,11,78,91,46.165,11,122,91,43.604,11,122,68,45.794,11,111,182,47.077,22,89,140,24.400,0,56,65,28.554,11,56,152,34.776,11,67,159,41.994,11,100,133,26.278,11,56,124,17.742,11,33,93,58.011,22,156,168,33.411,11,89,63,55.016,22,111,125,45.440,11,156,63,51.556,22,89,133,30.647,11,111,149,60.450,22,167,86,46.512,11,167,67,28.552,11,56,117,42.385,22,78,115,30.165,11,89,138,32.188,11,145,0,NaN,NaN,NaN,14,50.286,33,100,99,31.061,11,45,113,39.726,11,122,126,29.294,11,56
2,108,20.574,0,70,63,8.254,0,47,64,46.969,12,175,95,16.832,0,47,61,24.344,0,128,67,22.090,0,58,194,6.608,0,47,110,6.455,0,128,2,0.000,0,0,84,1.417,0,23,99,37.152,0,163,67,6.537,0,35,62,1.887,0,35,100,0.480,0,12,92,5.935,0,35,63,4.889,0,23,140,8.271,0,81,113,40.655,0,140,60,19.517,0,70,80,18.612,0,58,62,10.677,0,58,109,5.771,0,58,75,5.067,0,23,79,37.000,12,116,121,69.719,0,175,8,106.250,47,175,136,22.588,0,93,123,12.407,0,93,59,67.085,12,175,1,0,0,0,68,49.471,12,140,62,4.016,0,23,130,8.900,0,70,1,0,0,0,79,0.152,0,12,72,4.917,0,23,112,3.071,0,35,61,5.049,0,47,60,0.000,0,0,67,12.269,0,35,109,32.624,12,105,91,40.176,0,105,71,57.592,0,175,128,15.844,0,81,84,43.155,0,175,63,29.111,12,105,149,6.664,0,47,105,8.610,0,23,80,13.337,0,128,119,3.580,0,23,5,2.400,0,12,122,33.156,12,81,71,4.352,0,23,64,11.422,0,23,4,46.500,35,81,51,60.000,12,105,6,23.167,12,35,111,44.495,0,105,113,27.345,12,70,244,76.049,23,175,101,49.376,12,93,159,55.384,12,163,148,21.777,0,128,80,24.212,0,81,74,30.324,12,175,166,49.566,12,105,113,17.664,0,58,63,10.143,0,35,91,32.857,0,175,83,6.916,0,35,65,42.492,23,140,61,35.344,12,140,101,40.752,0,140,195,6.708,0,70,122,7.680,0,47,71,19.451,12,70,95,25.421,0,81,104,18.010,0,58,101,37.624,0,81,111,53.378,23,128,100,30.300,12,58,99,25.636,0,81,70,26.229,0,70,152,17.763,0,93,1,23,23,23,60,44.200,23,70,61,9.213,0,23,177,30.305,0,105,197,38.934,12,151,109,40.431,23,70,60,15.667,12,23,128,19.930,0,81,131,39.748,12,151,97,42.402,0,93,90,8.133,0,35,240,8.596,0,70,86,2.628,0,23,70,6.471,0,23,76,5.342,0,23,73,52.329,23,116,78,41.769,0,140,124,24.879,12,58,145,15.855,0,70,75,22.680,0,70,139,38.209,12,163,89,29.348,12,105,112,31.562,12,81,53,12.019,0,35,120,51.542,12,105,93,27.011,0,128,92,24.978,0,128,1,105,105,105,60,45.483,23,163,69,69.797,47,116,107,10.178,0,105,75,22.040,0,105,178,45.393,23,105,130,46.031,12,151,55,9.255,0,23,2,12.000,12,12,130,45.115,23,93,86,49.116,12,128,113,27.850,0,81,62,51.710,23,93,126,38.175,12,116,64,27.609,12,81,62,20.210,0,47,110,48.636,23,116,115,85.148,58,116,3,81,81,81,61,54.574,12,163,213,30.869,0,93,108,44.352,23,105,143,33.434,12,105,11,44.455,12,81,82,48.488,23,93,1,70,70,70,64,41.875,12,81,78,47.244,23,116,97,67.485,35,151,159,22.799,0,70,197,18.538,0,47,62,28.403,12,70,65,14.369,12,23,194,4.160,0,35,188,46.713,23,116,65,57.123,23,140,92,72.065,47,140,202,31.099,12,81,98,21.867,12,58,63,63.825,23,175,3,66.000,58,70,67,55.582,12,175,75,90.520,35,151,72,17.083,12,47,71,25.239,0,81,87,24.460,0,58,73,80.000,35,128,105,17.105,0,58,74,48.041,12,105,137,33.679,12,105,93,37.387,12,81,60,81.517,23,175,72,74.931,23,151,84,20.321,12,47,80,36.225,12,93,69,56.261,35,93,90,163.844,105,175,90,74.100,47,116,73,47.699,35,116,196,71.230,23,151,108,38.389,12,105,114,59.465,35,116,254,135.465,70,175,6,169.000,163,175,206,106.791,81,151,69,99.159,47,175,126,45.762,12,140,133,63.752,23,128,83,24.904,12,93,73,44.356,23,105,82,99.000,58,140,80,51.400,12,140,106,18.189,12,58,154,32.019,12,93,63,39.905,23,81,65,20.969,12,58,69,40.130,12,93,71,85.761,35,128,1,58,58,58,65,68.046,35,128,84,10.024,0,35,83,32.590,0,105,77,53.948,23,140,130,65.215,23,175,63,21.603,12,58,93,20.323,0,105,175,40.720,12,93,77,31.442,12,93,144,15.104,0,58,129,46.667,12,93,66,49.439,12,140,89,51.281,23,128,142,54.007,12,151,83,32.289,12,116,72,55.181,12,151,71,44.732,23,105,105,45.876,12,116,89,52.371,23,128,60,59.533,23,128,82,50.232,12,151,85,40.247,12,93,91,92.659,35,175,106,126.670,81,175,167,113.635,70,175,106,39.632,12,163,182,51.945,12,105,65,15.446,12,35,95,74.474,23,163,118,22.805,12,81,103,29.796,0,105,125,154.024,105,175,152,163.467,105,175,121,34.818,12,175,174,29.879,0,116,88,28.102,12,105,169,46.006,12,175,156,37.551,12,105,85,23.235,12,93,173,29.121,0,128,118,17.915,0,70,75,62.387,23,140,104,35.558,0,175,128,54.938,23,163,1,35,35,35,77,31.558,12,128,174,52.856,23,151,72,33.569,0,163,115,52.096,12,140,138,84.101,23,175,60,37.433,12,116,148,47.676,12,140,66,68.530,35,116,166,32.651,12,116,83,46.964,23,128,138,14.232,0,47,111,42.838,12,81,117,121.974,47,175,107,45.860,12,116,124,48.540,12,163,93,33.720,12,70,111,59.477,23,140,66,30.152,12,58,129,45.310,12,128,66,23.818,0,58,109,72.266,35,175,60,30.400,12,93,65,44.169,12,128,84,49.452,23,116,86,28.186,12,81,70,50.700,12,140,169,57.793,12,175,140,22.829,0,70,61,42.557,12,128,127,66.764,23,175,75,34.053,12,81,100,47.930,12,175,99,38.677,12,116,165,81.667,23,175,146,32.404,12,105,110,49.173,12,116,1,175,175,175,97,58.505,23,163,86,29.977,12,81,194,41.686,12,128,108,76.861,35,175,122,49.902,12,116,143,58.413,23,128,189,14.270,0,70,135,46.422,12,151,170,2.182,0,23,113,37.805,12,93,138,44.551,12,81,94,74.723,23,175,97,57.062,23,175,79,99.051,35,175,137,54.080,23,105,153,36.000,12,93,103,38.194,12,93,62,15.435,12,35,74,48.608,12,175,149,35.738,12,116,83,46.578,12,163,90,22.533,12,47,143,50.825,12,163,73,39.836,12,175,99,34.293,12,140,64,74.375,35,151,1,70,70,70,71,68.310,12,163,91,78.857,35,163,91,49.604,23,93,68,47.926,12,151,182,82.984,23,175,140,44.979,12,116,65,44.877,23,93,152,70.125,23,163,159,67.239,23,175,133,42.947,12,116,124,18.339,12,47,93,74.333,23,105,168,49.161,12,140,63,58.603,12,175,125,63.824,23,175,63,94.889,47,163,133,42.895,12,140,149,51.208,12,116,86,38.895,12,105,67,54.657,23,140,117,67.350,23,151,115,44.843,12,175,138,40.580,12,151,0,NaN,NaN,NaN,14,67.429,47,105,99,52.293,12,116,113,31.805,12,81,126,37.317,0,105
